id	mpn	title	description	link	image_link	price	brand	product_type	condition	google_product_category	manufacturer	availability
"1004"	"1004"	"Simcard"	"<div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Simcard 10mg</span></strong></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Simvastatin?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Simvastatin belongs to a family of drugs called HMG CoA reductase inhibitors or &lsquo;statins&rsquo;. Simvastatin lowers levels of low density lipoprotein or LDL (considered as the bad cholesterol) and triglycerides in the blood, while increasing levels of high density lipoprotein or HDL (considered as the good cholesterol). High levels of LDL can result in stroke, heart attack, and other heart complications in people with diabetes, coronary heart disease, or other risk factors.</span><br /><span style=font-size: medium;>Simvastatin is sold under various trade names, some of which are Zocor (Fako Pha"	"http://www.directmall.co.uk/simlup.html"	"http://www.alldaychemist.com/media/catalog/product/7/5/750x1000_2_1.jpg"	"13.15"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1005"	"1005"	"Simcard"	"<div class=std> <div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Simcard 20mg</span></strong></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Simvastatin?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Simvastatin belongs to a family of drugs called HMG CoA reductase inhibitors or &lsquo;statins&rsquo;. Simvastatin lowers levels of low density lipoprotein or LDL (considered as the bad cholesterol) and triglycerides in the blood, while increasing levels of high density lipoprotein or HDL (considered as the good cholesterol). High levels of LDL can result in stroke, heart attack, and other heart complications in people with diabetes, coronary heart disease, or other risk factors.</span><br /><span style=font-size: medium;>Simvastatin is sold under various trade names, some of which "	"http://www.directmall.co.uk/simlup-2825.html"	"http://www.alldaychemist.com/media/catalog/product/1/0/1000x750_2_1.jpg"	"16.26"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1006"	"1006"	"Simvotin "	"<div class=std> <div class=std> <div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Simvotin 5mg</span></strong></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Simvastatin?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Simvastatin belongs to a family of drugs called HMG CoA reductase inhibitors or &lsquo;statins&rsquo;. Simvastatin lowers levels of low density lipoprotein or LDL (considered as the bad cholesterol) and triglycerides in the blood, while increasing levels of high density lipoprotein or HDL (considered as the good cholesterol). High levels of LDL can result in stroke, heart attack, and other heart complications in people with diabetes, coronary heart disease, or other risk factors.</span><br /><span style=font-size: medium;>Simvastatin is sold under various trade na"	"http://www.directmall.co.uk/simvotin-2829.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1006_1.jpg"	"12.25"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1007"	"1007"	"Zocor"	"<div class=std> <div class=std> <div class=std> <div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Zocor 10mg</span></strong></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Simvastatin?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Simvastatin belongs to a family of drugs called HMG CoA reductase inhibitors or &lsquo;statins&rsquo;. Simvastatin lowers levels of low density lipoprotein or LDL (considered as the bad cholesterol) and triglycerides in the blood, while increasing levels of high density lipoprotein or HDL (considered as the good cholesterol). High levels of LDL can result in stroke, heart attack, and other heart complications in people with diabetes, coronary heart disease, or other risk factors.</span><br /><span style=font-size: medium;>Simvastatin is sold under"	"http://www.directmall.co.uk/zocor.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1007_2.jpg"	"18.86"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1008"	"1008"	"Zocor"	"<div class=std> <div class=std> <div class=std> <div class=std> <div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Zocor 20mg</span></strong></p> <h3 style=text-align: justify;><span style=font-size: medium;>What is Simvastatin?</span></h3> <p style=text-align: justify;><span style=font-size: medium;>Simvastatin belongs to a family of drugs called HMG CoA reductase inhibitors or &lsquo;statins&rsquo;. Simvastatin lowers levels of low density lipoprotein or LDL (considered as the bad cholesterol) and triglycerides in the blood, while increasing levels of high density lipoprotein or HDL (considered as the good cholesterol). High levels of LDL can result in stroke, heart attack, and other heart complications in people with diabetes, coronary heart disease, or other risk factors.</span><br /><span style=font-size: medium;>Simvas"	"http://www.directmall.co.uk/zocor-2837.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1008_2.jpg"	"25.41"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"128"	"128"	"Corbis "	"What is Bisoprolol?<br />Bisoprolol is a beta-blocker drug that affects the heart and circulation (blood flow through arteries and veins). It is prescribed primarily for the treatment of hypertension (high blood pressure) and may also be used in other conditions not listed here.<br />Bisoprolol is sold under various trade names, a couple of which are Zebeta and Corbis (made by Unichem).<br /><br />Important Information about Bisoprolol<br />Do not take Bisoprolol (Zebeta, Corbis) if you have a known allergy to it, or if you have asthma, bronchitis, emphysema, severe liver disease, or a serious heart conditions such as a heart block, sick sinus syndrome, or AV block (unless you have a pacemaker).<br />If you are scheduled for a surgery, inform your surgeon well in advance that you are using Bisoprolol. You may be required to suspend taking this medicine for a short time. Also do not stop "	"http://www.directmall.co.uk/corbis.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1008_2.jpg"	"10.83"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"129"	"129"	"Corbis "	"What is Bisoprolol?<br />Bisoprolol is a beta-blocker drug that affects the heart and circulation (blood flow through arteries and veins). It is prescribed primarily for the treatment of hypertension (high blood pressure) and may also be used in other conditions not listed here.<br />Bisoprolol is sold under various trade names, a couple of which are Zebeta and Corbis (made by Unichem).<br /><br />Important Information about Bisoprolol<br />Do not take Bisoprolol (Zebeta, Corbis) if you have a known allergy to it, or if you have asthma, bronchitis, emphysema, severe liver disease, or a serious heart conditions such as a heart block, sick sinus syndrome, or AV block (unless you have a pacemaker).<br />If you are scheduled for a surgery, inform your surgeon well in advance that you are using Bisoprolol. You may be required to suspend taking this medicine for a short time. Also do not stop "	"http://www.directmall.co.uk/corbis-3661.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_129_1.jpg"	"7.34"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"130"	"130"	"Corbis "	"What is Bisoprolol?<br />Bisoprolol is a beta-blocker drug that affects the heart and circulation (blood flow through arteries and veins). It is prescribed primarily for the treatment of hypertension (high blood pressure) and may also be used in other conditions not listed here.<br />Bisoprolol is sold under various trade names, a couple of which are Zebeta and Corbis (made by Unichem).<br /><br />Important Information about Bisoprolol<br />Do not take Bisoprolol (Zebeta, Corbis) if you have a known allergy to it, or if you have asthma, bronchitis, emphysema, severe liver disease, or a serious heart conditions such as a heart block, sick sinus syndrome, or AV block (unless you have a pacemaker).<br />If you are scheduled for a surgery, inform your surgeon well in advance that you are using Bisoprolol. You may be required to suspend taking this medicine for a short time. Also do not stop "	"http://www.directmall.co.uk/corbis-3665.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_130_2.jpg"	"8.92"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"733"	"733"	"Nicardia"	"What is Nifedipine?<br />Nifedipine is known as a calcium channel blocker drug which dilates (relaxes and widens) blood vessels (veins and arteries) making it easier for the heart to pump blood and lower its workload. This medicine is prescribed for the treatment of hypertension (high blood pressure) and angina (chest pain). It may also be used for other purposes not listed here.<br />Nifedipine is sold under various trade names, some of which are Procardia, Myogard (made by UPM), Nicardia (made by Unique), Nifelat (made by Cipla), and Adalat Chrono (made by Bayer Healthcare).<br /><br />Important Information about Nifedipine<br />Do not take Nifedipine (Procardia, Myogard, Nicardia, Nifelat, and Adalat Chrono) if you are allergic to it. Before taking this medication, let your doctor know if you are allergic to it or to other drugs, if you have ever had heart disease (congestive heart fa"	"http://www.directmall.co.uk/myogard.html"	"http://www.alldaychemist.com/media/catalog/product/7/5/750x1000_16.jpg"	"10.44"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"734"	"734"	"Nicardia CD"	"What is Nifedipine?<br />Nifedipine is known as a calcium channel blocker drug which dilates (relaxes and widens) blood vessels (veins and arteries) making it easier for the heart to pump blood and lower its workload. This medicine is prescribed for the treatment of hypertension (high blood pressure) and angina (chest pain). It may also be used for other purposes not listed here.<br />Nifedipine is sold under various trade names, some of which are Procardia, Myogard (made by UPM), Nicardia (made by Unique), Nifelat (made by Cipla), and Adalat Chrono (made by Bayer Healthcare).<br /><br />Important Information about Nifedipine<br />Do not take Nifedipine (Procardia, Myogard, Nicardia, Nifelat, and Adalat Chrono) if you are allergic to it. Before taking this medication, let your doctor know if you are allergic to it or to other drugs, if you have ever had heart disease (congestive heart fa"	"http://www.directmall.co.uk/nicardia-cd.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_734_1.jpg"	"11.2"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"735"	"735"	"Nifelat"	"What is Nifedipine?<br />Nifedipine is known as a calcium channel blocker drug which dilates (relaxes and widens) blood vessels (veins and arteries) making it easier for the heart to pump blood and lower its workload. This medicine is prescribed for the treatment of hypertension (high blood pressure) and angina (chest pain). It may also be used for other purposes not listed here.<br />Nifedipine is sold under various trade names, some of which are Procardia, Myogard (made by UPM), Nicardia (made by Unique), Nifelat (made by Cipla), and Adalat Chrono (made by Bayer Healthcare).<br /><br />Important Information about Nifedipine<br />Do not take Nifedipine (Procardia, Myogard, Nicardia, Nifelat, and Adalat Chrono) if you are allergic to it. Before taking this medication, let your doctor know if you are allergic to it or to other drugs, if you have ever had heart disease (congestive heart fa"	"http://www.directmall.co.uk/nifelat.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_734_1.jpg"	"7.81"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"736"	"736"	"Depin"	"What is Nifedipine?<br />Nifedipine is known as a calcium channel blocker drug which dilates (relaxes and widens) blood vessels (veins and arteries) making it easier for the heart to pump blood and lower its workload. This medicine is prescribed for the treatment of hypertension (high blood pressure) and angina (chest pain). It may also be used for other purposes not listed here.<br />Nifedipine is sold under various trade names, some of which are Procardia, Myogard (made by UPM), Nicardia (made by Unique), Nifelat (made by Cipla), and Adalat Chrono (made by Bayer Healthcare).<br /><br />Important Information about Nifedipine<br />Do not take Nifedipine (Procardia, Myogard, Nicardia, Nifelat, and Adalat Chrono) if you are allergic to it. Before taking this medication, let your doctor know if you are allergic to it or to other drugs, if you have ever had heart disease (congestive heart fa"	"http://www.directmall.co.uk/nifelat-2865.html"	"http://www.alldaychemist.com/media/catalog/product/4/_/4_10.jpg"	"6.79"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"737"	"737"	"Adalat Chrono "	"What is Nifedipine?<br />Nifedipine is known as a calcium channel blocker drug which dilates (relaxes and widens) blood vessels (veins and arteries) making it easier for the heart to pump blood and lower its workload. This medicine is prescribed for the treatment of hypertension (high blood pressure) and angina (chest pain). It may also be used for other purposes not listed here.<br />Nifedipine is sold under various trade names, some of which are Procardia, Myogard (made by UPM), Nicardia (made by Unique), Nifelat (made by Cipla), and Adalat Chrono (made by Bayer Healthcare).<br /><br />Important Information about Nifedipine<br />Do not take Nifedipine (Procardia, Myogard, Nicardia, Nifelat, and Adalat Chrono) if you are allergic to it. Before taking this medication, let your doctor know if you are allergic to it or to other drugs, if you have ever had heart disease (congestive heart fa"	"http://www.directmall.co.uk/adalat-chrono.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_737_1.jpg"	"32.22"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"738"	"738"	"Adalat Chrono "	"What is Nifedipine?<br />Nifedipine is known as a calcium channel blocker drug which dilates (relaxes and widens) blood vessels (veins and arteries) making it easier for the heart to pump blood and lower its workload. This medicine is prescribed for the treatment of hypertension (high blood pressure) and angina (chest pain). It may also be used for other purposes not listed here.<br />Nifedipine is sold under various trade names, some of which are Procardia, Myogard (made by UPM), Nicardia (made by Unique), Nifelat (made by Cipla), and Adalat Chrono (made by Bayer Healthcare).<br /><br />Important Information about Nifedipine<br />Do not take Nifedipine (Procardia, Myogard, Nicardia, Nifelat, and Adalat Chrono) if you are allergic to it. Before taking this medication, let your doctor know if you are allergic to it or to other drugs, if you have ever had heart disease (congestive heart fa"	"http://www.directmall.co.uk/adalat-chrono-2873.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_738_1.jpg"	"39.02"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"815"	"815"	"Prasita "	"<h3 class=c_head style=text-align: center;><span style=font-size: medium;>Prasita 10mg</span></h3> <h3 class=c_head style=text-align: justify;><span style=font-size: medium;><br /></span></h3> <h3 class=c_head style=text-align: justify;><span style=font-size: medium;>What is Prasugrel HCl?</span></h3> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Prasugrel is an anti-coagulant drug that stops the blood platelets from coalescing (clotting) due to several heart or blood vessel conditions.</span></p> <p class=c_content style=text-align: justify;><span style=font-size: medium;>Prasugrel is marketed and sold under several trade names worldwide, one of which is Prasita (made by Ranbaxy). It is primarily used to stop blood clots in those people with acute coronary syndrome and who are going through a post heart attack or post stro"	"http://www.directmall.co.uk/prasita.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_815_2.jpg"	"23.37"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"420"	"420"	"Lipicard"	"What is Fenofibrate?<br />Fenofibrate is a cholesterol (LDL or bad cholesterol) and triglycerides (fatty acids) lowering drug. It increases the levels of (HDL or good cholesterol). Fenofibrate is prescribed along with a proper low fat diet to treat high cholesterol. Elevated levels of cholesterol and triglycerides can lead to atherosclerosis (clogged arteries). Fenofibrate, by lowering the triglycerides may reduce the risk of pancreatitis in people with high blood triglyceride levels. However, this medication might not be able to prevent heart attack or stroke.<br />Fenofibrate belongs to a group of drugs known as ‘fibrates’. It is sold under various trade names, some of which are Tricor, Lipicard (made by USV), and Fenolip (made by Cipla).<br /><br />Important Information about Fenofibrate<br />Do not take Fenofibrate (Tricor, Lipicard, Fenolip) if you are allergic to it, or if you "	"http://www.directmall.co.uk/lipicard.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_420_2.jpg"	"13.95"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"421"	"421"	"Lipicard "	"What is Fenofibrate?<br />Fenofibrate is a cholesterol (LDL or bad cholesterol) and triglycerides (fatty acids) lowering drug. It increases the levels of (HDL or good cholesterol). Fenofibrate is prescribed along with a proper low fat diet to treat high cholesterol. Elevated levels of cholesterol and triglycerides can lead to atherosclerosis (clogged arteries). Fenofibrate, by lowering the triglycerides may reduce the risk of pancreatitis in people with high blood triglyceride levels. However, this medication might not be able to prevent heart attack or stroke.<br />Fenofibrate belongs to a group of drugs known as ‘fibrates’. It is sold under various trade names, some of which are Tricor, Lipicard (made by USV), and Fenolip (made by Cipla).<br /><br />Important Information about Fenofibrate<br />Do not take Fenofibrate (Tricor, Lipicard, Fenolip) if you are allergic to it, or if you "	"http://www.directmall.co.uk/lipicard-2277.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_421_2.jpg"	"11.2"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"422"	"422"	"Fenolip "	"What is Fenofibrate?<br />Fenofibrate is a cholesterol (LDL or bad cholesterol) and triglycerides (fatty acids) lowering drug. It increases the levels of (HDL or good cholesterol). Fenofibrate is prescribed along with a proper low fat diet to treat high cholesterol. Elevated levels of cholesterol and triglycerides can lead to atherosclerosis (clogged arteries). Fenofibrate, by lowering the triglycerides may reduce the risk of pancreatitis in people with high blood triglyceride levels. However, this medication might not be able to prevent heart attack or stroke.<br />Fenofibrate belongs to a group of drugs known as ‘fibrates’. It is sold under various trade names, some of which are Tricor, Lipicard (made by USV), and Fenolip (made by Cipla).<br /><br />Important Information about Fenofibrate<br />Do not take Fenofibrate (Tricor, Lipicard, Fenolip) if you are allergic to it, or if you "	"http://www.directmall.co.uk/fenolip.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_422_2.jpg"	"14.06"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"853"	"853"	"Acuitel "	"What is Quinapril?<br />Quinapril is an ACE (angiotensin converting enzyme) inhibitor drug. It is prescribed primarily for the treatment of hypertension (high blood pressure) and heart failure. Quinapril is sold under the trade names Accupril and Acuitel (Pfizer) among several other brands across the world. This medication may also be used for conditions not described here.<br /><br />Important Information about Quinapril<br />Do not take Quinapril (Accupril, Acuitel) if you are allergic to it, or to any other ACE inhibitor such as ramipril, captopril, fosinopril, benazepril, enalapril, moexipril, and others. To make sure that this medicine is safe for you, tell your doctor in advance if you have any of these conditions: kidney disease, liver disease, heart disease or congestive heart failure, diabetes, or a connective tissue disease (such as Marfan syndrome, Sjogren's syndrome, lupus, s"	"http://www.directmall.co.uk/acuitel.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_853_1.jpg"	"14.06"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"854"	"854"	"Acuitel "	"What is Quinapril?<br />Quinapril is an ACE (angiotensin converting enzyme) inhibitor drug. It is prescribed primarily for the treatment of hypertension (high blood pressure) and heart failure. Quinapril is sold under the trade names Accupril and Acuitel (Pfizer) among several other brands across the world. This medication may also be used for conditions not described here.<br /><br />Important Information about Quinapril<br />Do not take Quinapril (Accupril, Acuitel) if you are allergic to it, or to any other ACE inhibitor such as ramipril, captopril, fosinopril, benazepril, enalapril, moexipril, and others. To make sure that this medicine is safe for you, tell your doctor in advance if you have any of these conditions: kidney disease, liver disease, heart disease or congestive heart failure, diabetes, or a connective tissue disease (such as Marfan syndrome, Sjogren's syndrome, lupus, s"	"http://www.directmall.co.uk/acuitel-3108.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_854_1.jpg"	"18.86"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"855"	"855"	"Acuitel "	"What is Quinapril?<br />Quinapril is an ACE (angiotensin converting enzyme) inhibitor drug. It is prescribed primarily for the treatment of hypertension (high blood pressure) and heart failure. Quinapril is sold under the trade names Accupril and Acuitel (Pfizer) among several other brands across the world. This medication may also be used for conditions not described here.<br /><br />Important Information about Quinapril<br />Do not take Quinapril (Accupril, Acuitel) if you are allergic to it, or to any other ACE inhibitor such as ramipril, captopril, fosinopril, benazepril, enalapril, moexipril, and others. To make sure that this medicine is safe for you, tell your doctor in advance if you have any of these conditions: kidney disease, liver disease, heart disease or congestive heart failure, diabetes, or a connective tissue disease (such as Marfan syndrome, Sjogren's syndrome, lupus, s"	"http://www.directmall.co.uk/acuitel-3109.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_855_1.jpg"	"27.68"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"856"	"856"	"Accuzide Forte "	"What is Quinapril and Hydrochlorothiazide?<br />Quinapril and Hydrochlorothiazide is a combination medicine for the treatment of hypertension (high blood pressure) that contains two active ingredients, Quinapril and Hydrochlorothiazide. Quinapril is an ACE (angiotensin converting enzyme) inhibitor drug that lowers blood pressure by dilating (expanding) blood vessels thereby improving blood flow. Hydrochlorothiazide is a thiazide diuretic (water pill) that stops the body from absorbing too much salt which can lead to fluid retention. <br />This medicine is marketed and sold under several brands, one of which are Accuzide Forte (made by Pfizer)<br /><br />Important Information about Quinapril and Hydrochlorothiazide<br />Do not take Quinapril and Hydrochlorothiazide (Accuzide Forte) if you are allergic to Quinapril, Hydrochlorothiazide, or to any other ACE inhibitor (benazepril, captopril,"	"http://www.directmall.co.uk/accuzide-forte.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_856_1.jpg"	"29.95"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"857"	"857"	"Accuzide Forte "	"What is Quinapril and Hydrochlorothiazide?<br />Quinapril and Hydrochlorothiazide is a combination medicine for the treatment of hypertension (high blood pressure) that contains two active ingredients, Quinapril and Hydrochlorothiazide. Quinapril is an ACE (angiotensin converting enzyme) inhibitor drug that lowers blood pressure by dilating (expanding) blood vessels thereby improving blood flow. Hydrochlorothiazide is a thiazide diuretic (water pill) that stops the body from absorbing too much salt which can lead to fluid retention. <br />This medicine is marketed and sold under several brands, one of which are Accuzide Forte (made by Pfizer)<br /><br />Important Information about Quinapril and Hydrochlorothiazide<br />Do not take Quinapril and Hydrochlorothiazide (Accuzide Forte) if you are allergic to Quinapril, Hydrochlorothiazide, or to any other ACE inhibitor (benazepril, captopril,"	"http://www.directmall.co.uk/accuzide-forte-2913.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_857_1.jpg"	"23.14"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1040"	"1040"	"Pangraf"	"<p style=text-align: center;><strong><span style=font-size: medium;>Pangraf 1mg</span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Tacrolimus?</span></strong><br /><span style=font-size: medium;>Tacrolimus also sold under the trade name Prograf, Pangraf, Protopic, Tacromus, or Talimus among several other brands is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses, thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and your body will reject it (organ) completely"	"http://www.directmall.co.uk/pangraf.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1040_2.jpg"	"46.16"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1041"	"1041"	"Pangraf"	"<p style=text-align: center;><strong><span style=font-size: medium;>Tacromas 5mg</span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Tacrolimus?</span></strong><br /><span style=font-size: medium;>Tacrolimus also sold under the trade name Prograf, Pangraf, Protopic, Tacromus, or Talimus among several other brands is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses, thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and your body will reject it (organ) completel"	"http://www.directmall.co.uk/tacromas.html"	"http://www.alldaychemist.com/media/catalog/product/3/1/310x390.jpg"	"203.88"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1042"	"1042"	"Tacroz"	"<div class=std> <div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Talimus 0.03%</span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Tacrolimus?</span></strong><br /><span style=font-size: medium;>Tacrolimus also sold under the trade name Prograf, Pangraf, Protopic, Tacromus, or Talimus among several other brands is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses, thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and you"	"http://www.directmall.co.uk/talimus.html"	"http://www.alldaychemist.com/media/catalog/product/7/5/750x1000_11_1.jpg"	"9.88"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1043"	"1043"	"Tacroz"	"<div class=std> <div class=std> <div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Tacroz 0.10%<br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Tacrolimus?</span></strong><br /><span style=font-size: medium;>Tacrolimus also sold under the trade name Prograf, Pangraf, Protopic, Tacromus, or Talimus among several other brands is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses, thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted a"	"http://www.directmall.co.uk/talimus-2506.html"	"http://www.alldaychemist.com/media/catalog/product/7/5/750x1000_26.jpg"	"15.87"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1044"	"1044"	"Pangraf "	"<div class=std> <p style=text-align: center;><strong><span style=font-size: medium;>Pangraf 0.5mg</span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Tacrolimus?</span></strong><br /><span style=font-size: medium;>Tacrolimus also sold under the trade name Prograf, Pangraf, Protopic, Tacromus, or Talimus among several other brands is an immunosuppressive drug meaning it suppresses your body&rsquo;s immune power. The immune system helps your body to guard against invading foreign bodies which can cause infections and illnesses, thereby preventing common or dangerous diseases. The same immune system can be a disadvantage during an organ transplant as it will treat the organ to be implanted as a foreign body and your body will reject "	"http://www.directmall.co.uk/pangraf-2963.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1044_1.jpg"	"28.81"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"865"	"865"	"Ralista "	"<p style=text-align: center;><strong><span style=font-size: medium;>Ralista 60mg</span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Raloxifene?</span></strong><br /><span style=font-size: medium;>Raloxifene, also sold under the trade names Evista, Ralista (produced by Cipla) among several other names in the world, is a medication used to treat or prevent osteoporosis in postmenopausal women.</span><br /><span style=font-size: medium;>Raloxifene alters the cycle of bone formation and breakdown in the body, thereby reducing bone tissue loss. It is also prescribed for the reduction of the risk of invasive breast cancer in postmenopausal women who have osteoporosis or who are at an elevated risk of invasive breast cancer.</span><br />"	"http://www.directmall.co.uk/ralista.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_865_2.jpg"	"18.02"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
"1015"	"1015"	"Osteofos "	"<p style=text-align: center;><strong><span style=font-size: medium;>Osteofos 35mg</span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;><br /></span></strong></p> <p style=text-align: justify;><strong><span style=font-size: medium;>What is Sodium Alendronate?</span></strong><br /><span style=font-size: medium;>Sodium Alendronate manufactured under the brand names Fosamax, Osteofos (by Cipla) among several other trade names worldwide is used to treat or prevent osteoporosis caused by menopause or by taking steroids (both men and women).</span><br /><span style=font-size: medium;>Sodium Alendronate medication changes the process of bone formation and breakdown in the body. It reduces bone loss while helping more bone mass production which may prevent bone fractures. This medication is also used to treat Paget&rsquo;s disease of bone in b"	"http://www.directmall.co.uk/osteofos.html"	"http://www.alldaychemist.com/media/catalog/product/s/k/sku_1015_2.jpg"	"24.13"	""	"Laptop Chargers &amp; Adapters"	"new"	""	""	"in stock"
